0.31416,0.99325-0.0038485i,0.98656
0.46721,0.98502-0.0083717i,0.97034
0.62026,0.9735-0.014415i,0.94791
0.77332,0.95861-0.021736i,0.91941
0.92637,0.94027-0.030035i,0.88501
1.0794,0.91839-0.038959i,0.84496
1.2325,0.89289-0.048111i,0.79958
1.3855,0.8637-0.057056i,0.74924
1.5386,0.83075-0.065333i,0.69442
1.6916,0.79402-0.072466i,0.63572
1.8447,0.7535-0.077972i,0.57384
1.9977,0.70923-0.081371i,0.50963
2.1508,0.66131-0.082203i,0.44409
2.3038,0.60988-0.080032i,0.37836
2.4569,0.55515-0.074461i,0.31374
2.6099,0.49738-0.065141i,0.25163
2.763,0.43692-0.051777i,0.19358
2.916,0.37416-0.034143i,0.14116
3.0691,0.30958-0.012084i,0.095987
3.2221,0.24372+0.014479i,0.059607
3.3752,0.17716+0.045538i,0.033458
3.5283,0.11055+0.081002i,0.018782
3.6813,0.044586+0.12069i,0.016555
3.8344,-0.020007+0.16434i,0.027408
3.9874,-0.082482+0.2116i,0.051577
4.1405,-0.14208+0.26203i,0.088845
4.2935,-0.19805+0.31512i,0.13852
4.4466,-0.24964+0.37029i,0.19944
4.5996,-0.29617+0.42691i,0.26996
4.7527,-0.33696+0.48426i,0.34805
4.9057,-0.37144+0.54162i,0.43132
5.0588,-0.39909+0.59822i,0.51713
5.2118,-0.41948+0.65326i,0.60271
5.3649,-0.43229+0.70597i,0.68527
5.5179,-0.43732+0.75556i,0.76212
5.671,-0.4345+0.80127i,0.83081
5.824,-0.42385+0.84237i,0.88924
5.9771,-0.40557+0.8782i,0.93572
6.1301,-0.37997+0.90814i,0.96909
6.2832,-0.3475+0.93165i,0.98872
