0.31416,0.99117-0.0028109i,0.98242
0.46721,0.98046-0.0061182i,0.96135
0.62026,0.96556-0.010543i,0.93241
0.77332,0.94645-0.015915i,0.89602
0.92637,0.92314-0.02202i,0.85267
1.0794,0.89563-0.028606i,0.80298
1.2325,0.86395-0.035389i,0.74767
1.3855,0.82814-0.042055i,0.68759
1.5386,0.78825-0.048267i,0.62367
1.6916,0.74437-0.053676i,0.55697
1.8447,0.69662-0.057921i,0.48863
1.9977,0.64514-0.060643i,0.41988
2.1508,0.59013-0.061486i,0.35203
2.3038,0.53182-0.060111i,0.28645
2.4569,0.4705-0.056197i,0.22452
2.6099,0.40648-0.049455i,0.16767
2.763,0.34016-0.039627i,0.11728
2.916,0.27195-0.0265i,0.074662
3.0691,0.20234-0.009908i,0.04104
3.2221,0.13184+0.010263i,0.017487
3.3752,0.061006+0.034071i,0.0048826
3.5283,-0.0095579+0.061509i,0.0038747
3.6813,-0.079229+0.092512i,0.014836
3.8344,-0.14736+0.12695i,0.03783
3.9874,-0.21329+0.16461i,0.072588
4.1405,-0.27635+0.20525i,0.11849
4.2935,-0.33588+0.24853i,0.17458
4.4466,-0.39124+0.29407i,0.23955
4.5996,-0.44182+0.34142i,0.31178
4.7527,-0.48705+0.39009i,0.38939
4.9057,-0.52639+0.43954i,0.47028
5.0588,-0.55939+0.48918i,0.55221
5.2118,-0.58566+0.53841i,0.63287
5.3649,-0.60488+0.58658i,0.70996
5.5179,-0.61685+0.63306i,0.78126
5.671,-0.62143+0.67719i,0.84476
5.824,-0.61862+0.71832i,0.89867
5.9771,-0.6085+0.75582i,0.94154
6.1301,-0.59127+0.78909i,0.97227
6.2832,-0.56724+0.81757i,0.99018
