0.31416,0.99772-0.0060681i,0.99547
0.46721,0.99486-0.013188i,0.98991
0.62026,0.99071-0.022677i,0.98202
0.77332,0.98512-0.034138i,0.97163
0.92637,0.97791-0.047076i,0.95853
1.0794,0.96886-0.060917i,0.94241
1.2325,0.95776-0.075019i,0.92293
1.3855,0.94437-0.088691i,0.89969
1.5386,0.92847-0.10121i,0.8723
1.6916,0.90987-0.11184i,0.84037
1.8447,0.8884-0.11985i,0.80362
1.9977,0.86392-0.12454i,0.76188
2.1508,0.83637-0.12526i,0.71521
2.3038,0.80573-0.12142i,0.66394
2.4569,0.77205-0.1125i,0.60872
2.6099,0.73546-0.098093i,0.55052
2.763,0.69617-0.077908i,0.49072
2.916,0.65446-0.051765i,0.431
3.0691,0.61071-0.019619i,0.37336
3.2221,0.56536+0.01844i,0.31998
3.3752,0.51893+0.062183i,0.27316
3.5283,0.47201+0.11124i,0.23517
3.6813,0.42522+0.16512i,0.20808
3.8344,0.37926+0.22318i,0.19365
3.9874,0.33484+0.2847i,0.19317
4.1405,0.29267+0.34882i,0.20733
4.2935,0.2535+0.4146i,0.23616
4.4466,0.21802+0.48106i,0.27895
4.5996,0.18691+0.54714i,0.33429
4.7527,0.16079+0.61175i,0.40009
4.9057,0.1402+0.67383i,0.4737
5.0588,0.12561+0.73229i,0.55203
5.2118,0.11738+0.78612i,0.63177
5.3649,0.11576+0.83435i,0.70955
5.5179,0.12088+0.87611i,0.78218
5.671,0.13272+0.91061i,0.84683
5.824,0.15115+0.93721i,0.9012
5.9771,0.17588+0.95538i,0.94369
6.1301,0.2065+0.96477i,0.97343
6.2832,0.24244+0.96518i,0.99034
