0.31416,0.99236-0.0034029i,0.9848
0.46721,0.98308-0.0074042i,0.9665
0.62026,0.97011-0.012753i,0.94128
0.77332,0.95342-0.019238i,0.90938
0.92637,0.93295-0.026597i,0.87111
1.0794,0.90866-0.034521i,0.82686
1.2325,0.88051-0.04266i,0.77711
1.3855,0.84846-0.050633i,0.72245
1.5386,0.81251-0.058031i,0.66354
1.6916,0.77267-0.064432i,0.60117
1.8447,0.72899-0.069405i,0.53625
1.9977,0.68156-0.072521i,0.46979
2.1508,0.63051-0.073364i,0.40293
2.3038,0.57602-0.071536i,0.33692
2.4569,0.51833-0.066673i,0.27312
2.6099,0.45774-0.058447i,0.21294
2.763,0.3946-0.046578i,0.15788
2.916,0.32932-0.030841i,0.1094
3.0691,0.26238-0.011074i,0.068968
3.2221,0.19432+0.012821i,0.037924
3.3752,0.12571+0.040867i,0.017472
3.5283,0.05718+0.073014i,0.0086005
3.6813,-0.010596+0.10913i,0.012022
3.8344,-0.076924+0.14902i,0.028124
3.9874,-0.14109+0.19239i,0.056919
4.1405,-0.20236+0.23888i,0.098014
4.2935,-0.26002+0.28807i,0.1506
4.4466,-0.31337+0.33946i,0.21343
4.5996,-0.36174+0.39248i,0.2849
4.7527,-0.40449+0.44654i,0.36301
4.9057,-0.44107+0.50096i,0.44551
5.0588,-0.47098+0.55507i,0.52992
5.2118,-0.4938+0.60814i,0.61367
5.3649,-0.50922+0.65945i,0.69418
5.5179,-0.51702+0.70826i,0.76895
5.671,-0.5171+0.75386i,0.8357
5.824,-0.5095+0.79554i,0.89248
5.9771,-0.49434+0.83265i,0.93767
6.1301,-0.4719+0.86455i,0.97014
6.2832,-0.44258+0.89069i,0.98921
