0.31416,0.99992-0.0043786i
0.52272,0.99973-0.011808i
0.73128,0.99932-0.022205i
0.93984,0.99855-0.034733i
1.1484,0.99725-0.048347i
1.357,0.99524-0.061848i
1.5655,0.99233-0.073945i
1.7741,0.98834-0.08333i
1.9826,0.98313-0.088744i
2.1912,0.97658-0.08905i
2.3998,0.96866-0.083299i
2.6083,0.95937-0.070786i
2.8169,0.9488-0.051101i
3.0254,0.93713-0.024159i
3.234,0.92458+0.0097793i
3.4426,0.91147+0.050105i
3.6511,0.89817+0.095876i
3.8597,0.8851+0.14584i
4.0682,0.8727+0.1985i
4.2768,0.86142+0.25215i
4.4853,0.85173+0.30496i
4.6939,0.84403+0.35503i
4.9025,0.83868+0.40051i
5.111,0.83598+0.43966i
5.3196,0.83612+0.47093i
5.5281,0.83919+0.49304i
5.7367,0.84517+0.50504i
5.9453,0.85389+0.50636i
6.1538,0.86509+0.49685i
6.3624,0.87839+0.47679i
6.5709,0.89328+0.44691i
6.7795,0.90917+0.40833i
6.9881,0.92543+0.36257i
7.1966,0.94134+0.31145i
7.4052,0.9562+0.25706i
7.6137,0.96931+0.20165i
7.8223,0.98001+0.14756i
8.0309,0.98774+0.097104i
8.2394,0.992+0.052488i
8.448,0.99246+0.015708i
8.6565,0.9889-0.01153i
8.8651,0.98128-0.027889i
9.0737,0.96972-0.032462i
9.2822,0.95449-0.024813i
9.4908,0.93604-0.0050075i
9.6993,0.91496+0.026391i
9.9079,0.89197+0.068332i
10.116,0.86787+0.11932i
10.325,0.84355+0.17746i
10.534,0.81992+0.24055i
10.742,0.79789+0.30616i
10.951,0.77833+0.37173i
11.159,0.76202+0.43465i
11.368,0.74963+0.49242i
11.576,0.74169+0.54273i
11.785,0.73857+0.58352i
11.993,0.74042+0.61313i
12.202,0.74721+0.63033i
12.411,0.75872+0.63441i
12.619,0.77452+0.62517i
12.828,0.79398+0.60296i
13.036,0.81633+0.56866i
13.245,0.84067+0.52368i
13.453,0.86598+0.46984i
13.662,0.89122+0.40937i
13.871,0.91529+0.34477i
14.079,0.93715+0.27872i
14.288,0.95584+0.214i
14.496,0.97049+0.15331i
14.705,0.98041+0.099249i
14.913,0.98506+0.054114i
15.122,0.98414+0.019867i
15.33,0.97757-0.0019754i
15.539,0.96549-0.0104i
15.748,0.94827-0.0049446i
15.956,0.92651+0.014282i
16.165,0.901+0.0466i
16.373,0.87268+0.090785i
16.582,0.84263+0.14512i
16.79,0.81203+0.20745i
16.999,0.78207+0.27529i
17.207,0.75395+0.34591i
17.416,0.72878+0.41646i
17.625,0.70761+0.48407i
17.833,0.69129+0.546i
18.042,0.6805+0.59971i
18.25,0.6757+0.64301i
18.459,0.67711+0.67412i
18.667,0.68468+0.69176i
18.876,0.69814+0.69523i
19.085,0.71693+0.68436i
19.293,0.7403+0.65963i
19.502,0.7673+0.62205i
19.71,0.79679+0.57319i
19.919,0.82756+0.51509i
20.127,0.85831+0.45016i
20.336,0.88773+0.38113i
20.544,0.91457+0.31087i
20.753,0.93766+0.24233i
20.962,0.95598+0.17839i
21.17,0.9687+0.12174i
21.379,0.97521+0.074786i
21.587,0.97518+0.039515i
21.796,0.9685+0.017448i
22.004,0.95537+0.0095562i
22.213,0.93626+0.016224i
22.421,0.91186+0.03723i
22.63,0.88312+0.071758i
22.839,0.85116+0.11843i
23.047,0.81723+0.17536i
23.256,0.7827+0.24022i
23.464,0.74895+0.31038i
23.673,0.71734+0.38296i
23.881,0.68916+0.45497i
24.09,0.66557+0.52348i
24.299,0.64752+0.58565i
24.507,0.63577+0.63894i
24.716,0.6308+0.68115i
24.924,0.63282+0.71056i
25.133,0.64176+0.72597i
