0.31416,0.99577-0.0051474i,0.99159
0.46721,0.99057-0.011191i,0.98136
0.62026,0.98319-0.019254i,0.96703
0.77332,0.97349-0.029003i,0.94853
0.92637,0.96133-0.040027i,0.92575
1.0794,0.94651-0.051844i,0.89857
1.2325,0.92886-0.063915i,0.86687
1.3855,0.9082-0.075654i,0.83054
1.5386,0.88434-0.086445i,0.78953
1.6916,0.85715-0.095659i,0.74385
1.8447,0.8265-0.10266i,0.69364
1.9977,0.79232-0.10685i,0.63919
2.1508,0.75461-0.10762i,0.58101
2.3038,0.71339-0.10446i,0.51984
2.4569,0.66881-0.096879i,0.45669
2.6099,0.62104-0.084487i,0.39282
2.763,0.57035-0.066973i,0.32979
2.916,0.51712-0.044122i,0.26936
3.0691,0.46177-0.015827i,0.21348
3.2221,0.40481+0.017909i,0.16419
3.3752,0.34684+0.056967i,0.12355
3.5283,0.28851+0.10111i,0.093464
3.6813,0.23053+0.14999i,0.075642
3.8344,0.17365+0.20314i,0.071421
3.9874,0.11865+0.26i,0.081676
4.1405,0.066328+0.31989i,0.10673
4.2935,0.017481+0.38207i,0.14628
4.4466,-0.027116+0.4457i,0.19938
4.5996,-0.066724+0.50991i,0.26446
4.7527,-0.10066+0.57376i,0.33934
4.9057,-0.12831+0.6363i,0.42135
5.0588,-0.14916+0.69657i,0.50746
5.2118,-0.16278+0.75361i,0.59443
5.3649,-0.16888+0.80651i,0.67897
5.5179,-0.16728+0.85437i,0.75793
5.671,-0.15796+0.8964i,0.82848
5.824,-0.14102+0.93186i,0.88826
5.9771,-0.11674+0.96013i,0.93549
6.1301,-0.085514+0.98069i,0.96907
6.2832,-0.047909+0.99314i,0.98862
