0.31416,0.99999-0.0028408i,0.99998
0.46721,0.99996-0.0061711i,0.99995
0.62026,0.9999-0.010605i,0.99991
0.77332,0.99979-0.015953i,0.99983
0.92637,0.9996-0.021979i,0.99969
1.0794,0.99932-0.028413i,0.99944
1.2325,0.9989-0.034952i,0.99903
1.3855,0.99833-0.041274i,0.99836
1.5386,0.99757-0.047045i,0.99735
1.6916,0.99659-0.05193i,0.99588
1.8447,0.99537-0.055601i,0.99385
1.9977,0.99389-0.057749i,0.99115
2.1508,0.99213-0.058092i,0.9877
2.3038,0.99009-0.056387i,0.98345
2.4569,0.98776-0.052432i,0.97842
2.6099,0.98515-0.046081i,0.97264
2.763,0.98227-0.037243i,0.96625
2.916,0.97916-0.025888i,0.95942
3.0691,0.97583-0.012054i,0.95239
3.2221,0.97233+0.0041567i,0.94544
3.3752,0.96871+0.022577i,0.93891
3.5283,0.96502+0.042977i,0.93311
3.6813,0.96133+0.065066i,0.92838
3.8344,0.95769+0.088501i,0.925
3.9874,0.95418+0.11289i,0.9232
4.1405,0.95086+0.13781i,0.92313
4.2935,0.94781+0.1628i,0.92485
4.4466,0.9451+0.18738i,0.92832
4.5996,0.94278+0.21108i,0.93339
4.7527,0.94092+0.23341i,0.93981
4.9057,0.93956+0.25392i,0.94725
5.0588,0.93876+0.27216i,0.95534
5.2118,0.93853+0.28774i,0.96363
5.3649,0.9389+0.30032i,0.97173
5.5179,0.93988+0.30959i,0.97923
5.671,0.94146+0.31535i,0.98579
5.824,0.94362+0.31743i,0.99118
5.9771,0.94633+0.31576i,0.99524
6.1301,0.94954+0.31035i,0.99794
6.2832,0.95318+0.30129i,0.99933
