0.05,0.99991-0.011254i,0.99886-0.033042i,0.99523-0.037991i,0.98837-0.0034429i,0.97348+0.1548i
0.082051,0.99972-0.017776i,0.99684-0.052174i,0.98725-0.059885i,0.96926-0.0049439i,0.93025+0.24739i
0.1141,0.99936-0.023441i,0.99371-0.068793i,0.97562-0.078852i,0.9421-0.0058783i,0.86966+0.33099i
0.14615,0.99874-0.02809i,0.98935-0.082444i,0.96062-0.094403i,0.90819-0.0062925i,0.7953+0.40344i
0.17821,0.99781-0.031663i,0.98369-0.09296i,0.94261-0.10637i,0.86896-0.0062701i,0.71112+0.46358i
0.21026,0.99652-0.03419i,0.97672-0.10043i,0.92204-0.11488i,0.82588-0.0059141i,0.62093+0.51122i
0.24231,0.99486-0.035761i,0.96851-0.10511i,0.89939-0.12024i,0.78036-0.0053308i,0.52815+0.54692i
0.27436,0.99283-0.036508i,0.95917-0.10739i,0.87519-0.12289i,0.73362-0.0046173i,0.43561+0.57176i
0.30641,0.99048-0.036578i,0.94891-0.10769i,0.84994-0.12332i,0.68671-0.0038545i,0.34547+0.58712i
0.33846,0.98786-0.036116i,0.93792-0.10645i,0.82412-0.12201i,0.64047-0.0031039i,0.25929+0.59447i
0.37051,0.98503-0.035257i,0.92642-0.10404i,0.79817-0.1194i,0.59556-0.0024084i,0.17808+0.59528i
0.40256,0.98204-0.034119i,0.91464-0.10081i,0.77245-0.11587i,0.55242-0.0017946i,0.10242+0.5909i
0.43462,0.97896-0.032797i,0.90275-0.097038i,0.74727-0.11174i,0.5114-0.0012757i,0.032536+0.58251i
0.46667,0.97585-0.031368i,0.89095-0.092946i,0.72287-0.10724i,0.47268-0.00085572i,-0.031574+0.57114i
0.49872,0.97275-0.029892i,0.87935-0.088708i,0.69943-0.10257i,0.43636-0.00053164i,-0.090087+0.55762i
0.53077,0.9697-0.028413i,0.86809-0.084452i,0.67708-0.097879i,0.40247-0.0002963i,-0.14329+0.54264i
0.56282,0.96673-0.026963i,0.85725-0.080269i,0.65591-0.093265i,0.37098-0.00014011i,-0.19153+0.52674i
0.59487,0.96387-0.025563i,0.84689-0.076225i,0.63597-0.088797i,0.34183-5.2492e-05i,-0.2352+0.51035i
0.62692,0.96113-0.024227i,0.83706-0.072359i,0.61727-0.084522i,0.31492-2.274e-05i,-0.27466+0.49378i
0.65897,0.95854-0.022963i,0.82777-0.068697i,0.5998-0.080468i,0.29014-4.0668e-05i,-0.31031+0.47729i
0.69103,0.95608-0.021776i,0.81904-0.06525i,0.58354-0.076647i,0.26736-9.6911e-05i,-0.3425+0.46106i
0.72308,0.95377-0.020665i,0.81088-0.062022i,0.56844-0.073062i,0.24645-0.00018309i,-0.37158+0.4452i
0.75513,0.95161-0.019631i,0.80326-0.059008i,0.55447-0.069711i,0.2273-0.0002919i,-0.39784+0.42982i
0.78718,0.94959-0.018669i,0.79618-0.056202i,0.54156-0.066584i,0.20976-0.00041707i,-0.42158+0.41497i
0.81923,0.94771-0.017776i,0.78961-0.053592i,0.52966-0.063671i,0.19371-0.00055332i,-0.44306+0.40067i
0.85128,0.94597-0.016947i,0.78354-0.051167i,0.5187-0.060959i,0.17905-0.00069623i,-0.4625+0.38696i
0.88333,0.94435-0.016179i,0.77793-0.048915i,0.50863-0.058434i,0.16566-0.00084216i,-0.48011+0.37383i
0.91538,0.94286-0.015466i,0.77276-0.046822i,0.49938-0.056082i,0.15343-0.00098814i,-0.49608+0.36127i
0.94744,0.94149-0.014805i,0.76799-0.044877i,0.49089-0.05389i,0.14227-0.0011318i,-0.51058+0.34928i
0.97949,0.94022-0.014191i,0.76361-0.043066i,0.48311-0.051845i,0.13209-0.0012713i,-0.52376+0.33783i
1.0115,0.93906-0.013619i,0.75959-0.041379i,0.47598-0.049934i,0.1228-0.0014053i,-0.53575+0.3269i
1.0436,0.93799-0.013087i,0.7559-0.039806i,0.46946-0.048147i,0.11433-0.0015327i,-0.54667+0.31648i
1.0756,0.93701-0.012591i,0.75252-0.038335i,0.4635-0.046472i,0.10661-0.0016527i,-0.55662+0.30653i
1.1077,0.9361-0.012127i,0.74942-0.036959i,0.45804-0.044899i,0.099567-0.0017648i,-0.5657+0.29704i
1.1397,0.93528-0.011693i,0.74658-0.035669i,0.45306-0.043421i,0.093149-0.0018687i,-0.57399+0.28798i
1.1718,0.93452-0.011286i,0.74398-0.034458i,0.4485-0.042028i,0.087297-0.0019643i,-0.58158+0.27933i
1.2038,0.93383-0.010904i,0.7416-0.033318i,0.44434-0.040714i,0.081964-0.0020514i,-0.58852+0.27107i
1.2359,0.93319-0.010545i,0.73942-0.032244i,0.44054-0.039472i,0.077102-0.0021304i,-0.59488+0.26317i
1.2679,0.93261-0.010206i,0.73743-0.031231i,0.43707-0.038295i,0.07267-0.0022012i,-0.60071+0.25562i
1.3,0.93208-0.0098862i,0.73562-0.030272i,0.43391-0.037179i,0.06863-0.0022642i,-0.60606+0.24839i
