0.05,0.98837-0.0034429i
0.082051,0.96926-0.0049439i
0.1141,0.9421-0.0058783i
0.14615,0.90819-0.0062925i
0.17821,0.86896-0.0062701i
0.21026,0.82588-0.0059141i
0.24231,0.78036-0.0053308i
0.27436,0.73362-0.0046173i
0.30641,0.68671-0.0038545i
0.33846,0.64047-0.0031039i
0.37051,0.59556-0.0024084i
0.40256,0.55242-0.0017946i
0.43462,0.5114-0.0012757i
0.46667,0.47268-0.00085572i
0.49872,0.43636-0.00053164i
0.53077,0.40247-0.0002963i
0.56282,0.37098-0.00014011i
0.59487,0.34183-5.2492e-05i
0.62692,0.31492-2.274e-05i
0.65897,0.29014-4.0668e-05i
0.69103,0.26736-9.6911e-05i
0.72308,0.24645-0.00018309i
0.75513,0.2273-0.0002919i
0.78718,0.20976-0.00041707i
0.81923,0.19371-0.00055332i
0.85128,0.17905-0.00069623i
0.88333,0.16566-0.00084216i
0.91538,0.15343-0.00098814i
0.94744,0.14227-0.0011318i
0.97949,0.13209-0.0012713i
1.0115,0.1228-0.0014053i
1.0436,0.11433-0.0015327i
1.0756,0.10661-0.0016527i
1.1077,0.099567-0.0017648i
1.1397,0.093149-0.0018687i
1.1718,0.087297-0.0019643i
1.2038,0.081964-0.0020514i
1.2359,0.077102-0.0021304i
1.2679,0.07267-0.0022012i
1.3,0.06863-0.0022642i
