0.05,0.98837-0.0034429i
0.11282,0.94333-0.0058513i
0.17564,0.87226-0.0062856i
0.23846,0.78591-0.0054095i
0.30128,0.69419-0.0039771i
0.3641,0.60441-0.0025416i
0.42692,0.52104-0.0013912i
0.48974,0.44628-0.00061307i
0.55256,0.3808-0.00018212i
0.61538,0.32436-2.7441e-05i
0.67821,0.27624-7.0375e-05i
0.74103,0.23552-0.00024166i
0.80385,0.20123-0.00048684i
0.86667,0.17247-0.0007661i
0.92949,0.14839-0.0010518i
0.99231,0.12827-0.0013257i
1.0551,0.11147-0.0015768i
1.1179,0.097448-0.001799i
1.1808,0.085754-0.0019895i
1.2436,0.076-0.0021481i
1.3064,0.067866-0.0022759i
1.3692,0.061081-0.0023749i
1.4321,0.055422-0.0024477i
1.4949,0.050701-0.0024972i
1.5577,0.046762-0.0025261i
1.6205,0.043475-0.0025373i
1.6833,0.040732-0.0025334i
1.7462,0.038443-0.0025166i
1.809,0.036533-0.0024894i
1.8718,0.034939-0.0024535i
1.9346,0.033608-0.0024106i
1.9974,0.032498-0.0023624i
2.0603,0.031572-0.0023102i
2.1231,0.0308-0.0022549i
2.1859,0.030156-0.0021976i
2.2487,0.029619-0.0021391i
2.3115,0.029172-0.0020801i
2.3744,0.0288-0.0020211i
2.4372,0.02849-0.0019625i
2.5,0.028232-0.0019048i
