0,3.4865e-006
1,3.4728e-006
2,3.4526e-006
3,3.4431e-006
4,3.4352e-006
5,3.4296e-006
6,3.4229e-006
7,3.416e-006
8,3.4109e-006
9,3.4033e-006
10,3.3948e-006
11,3.3869e-006
12,3.3785e-006
13,3.3763e-006
14,3.3718e-006
15,3.3636e-006
16,3.3537e-006
17,3.3451e-006
18,3.3368e-006
19,3.3295e-006
20,3.3222e-006
21,3.3184e-006
22,3.3183e-006
23,3.3167e-006
24,3.312e-006
25,3.3017e-006
26,3.2962e-006
27,3.2971e-006
28,3.2915e-006
29,3.2883e-006
30,3.2862e-006
31,3.2825e-006
32,3.2796e-006
33,3.278e-006
34,3.2725e-006
35,3.2693e-006
36,3.2662e-006
37,3.2662e-006
38,3.2617e-006
39,3.2531e-006
40,3.2523e-006
41,3.2481e-006
42,3.241e-006
43,3.2362e-006
44,3.2312e-006
45,3.2277e-006
46,3.2227e-006
47,3.2189e-006
48,3.2156e-006
49,3.2126e-006
50,3.2148e-006
51,3.2107e-006
52,3.2021e-006
53,3.1949e-006
54,3.1885e-006
55,3.1838e-006
56,3.1866e-006
57,3.1912e-006
58,3.1897e-006
59,3.1815e-006
60,3.1777e-006
61,3.1775e-006
62,3.1742e-006
63,3.1686e-006
64,3.1706e-006
65,3.1625e-006
66,3.1513e-006
67,3.1476e-006
68,3.1489e-006
69,3.1422e-006
70,3.1441e-006
71,3.1451e-006
72,3.146e-006
73,3.1426e-006
74,3.1382e-006
75,3.1381e-006
76,3.1447e-006
77,3.1453e-006
78,3.1424e-006
79,3.1379e-006
80,3.1359e-006
81,3.1305e-006
82,3.1266e-006
83,3.1253e-006
84,3.1247e-006
85,3.1167e-006
86,3.1133e-006
87,3.1108e-006
88,3.1018e-006
89,3.0965e-006
90,3.0914e-006
91,3.0839e-006
92,3.0807e-006
93,3.0803e-006
94,3.0815e-006
95,3.0863e-006
96,3.0877e-006
97,3.0959e-006
98,3.0923e-006
99,3.0794e-006
100,3.0695e-006
101,3.0657e-006
102,3.0638e-006
103,3.0624e-006
104,3.0547e-006
105,3.0522e-006
106,3.049e-006
107,3.0484e-006
108,3.0383e-006
109,3.0393e-006
110,3.0396e-006
111,3.0389e-006
112,3.0352e-006
113,3.0328e-006
114,3.0301e-006
115,3.0264e-006
116,3.0194e-006
117,3.0178e-006
118,3.0128e-006
119,3.0143e-006
120,3.0104e-006
121,3.0052e-006
122,2.9957e-006
123,2.9942e-006
124,3.0013e-006
125,2.9988e-006
126,3.0027e-006
127,2.992e-006
128,2.9811e-006
129,2.9736e-006
130,2.9644e-006
131,2.9603e-006
132,2.9567e-006
133,2.9558e-006
134,2.9544e-006
135,2.9526e-006
136,2.9567e-006
137,2.952e-006
138,2.9397e-006
139,2.9322e-006
140,2.9332e-006
141,2.9347e-006
142,2.9296e-006
143,2.9209e-006
144,2.9195e-006
145,2.9237e-006
146,2.9341e-006
147,2.936e-006
148,2.9291e-006
149,2.923e-006
150,2.9186e-006
151,2.9158e-006
152,2.9041e-006
153,2.8909e-006
154,2.887e-006
155,2.8853e-006
156,2.882e-006
157,2.8822e-006
158,2.8797e-006
159,2.8704e-006
160,2.8599e-006
161,2.8454e-006
162,2.8483e-006
163,2.855e-006
164,2.8513e-006
165,2.849e-006
166,2.8495e-006
167,2.8572e-006
168,2.8599e-006
169,2.8638e-006
170,2.8589e-006
171,2.8504e-006
172,2.8341e-006
173,2.8207e-006
174,2.8174e-006
175,2.8137e-006
176,2.8028e-006
177,2.7931e-006
178,2.7878e-006
179,2.7847e-006
180,2.793e-006
181,2.7974e-006
182,2.7907e-006
183,2.7796e-006
184,2.7753e-006
185,2.7795e-006
186,2.7791e-006
187,2.7794e-006
188,2.7755e-006
189,2.7718e-006
190,2.7746e-006
191,2.7765e-006
192,2.7732e-006
193,2.764e-006
194,2.7558e-006
195,2.7528e-006
196,2.7521e-006
197,2.7507e-006
198,2.7496e-006
199,2.7481e-006
200,2.7476e-006
201,2.7487e-006
202,2.749e-006
203,2.7494e-006
204,2.7544e-006
205,2.7581e-006
206,2.7564e-006
207,2.7546e-006
208,2.7526e-006
209,2.7514e-006
210,2.7458e-006
211,2.738e-006
212,2.7321e-006
213,2.7304e-006
214,2.7273e-006
215,2.7251e-006
216,2.7265e-006
217,2.7283e-006
218,2.7278e-006
219,2.7217e-006
220,2.7173e-006
221,2.7138e-006
222,2.7137e-006
223,2.715e-006
224,2.7204e-006
225,2.7225e-006
226,2.7166e-006
227,2.7183e-006
228,2.7156e-006
229,2.7176e-006
230,2.7161e-006
231,2.711e-006
