0,0.99206-0.076444i
0.080554,0.99206-0.076267i
0.16111,0.99207-0.076067i
0.24166,0.99209-0.075846i
0.32221,0.99211-0.075603i
0.40277,0.99214-0.075338i
0.48332,0.99218-0.075051i
0.56388,0.99222-0.074743i
0.64443,0.99227-0.074412i
0.72498,0.99233-0.07406i
0.80554,0.99239-0.073686i
0.88609,0.99246-0.07329i
0.96664,0.99253-0.072871i
1.0472,0.99261-0.07243i
1.1278,0.99269-0.071967i
1.2083,0.99278-0.071481i
1.2889,0.99288-0.070972i
1.3694,0.99298-0.070441i
1.45,0.99309-0.069886i
1.5305,0.9932-0.069308i
1.6111,0.99331-0.068707i
1.6916,0.99343-0.068082i
1.7722,0.99355-0.067434i
1.8527,0.99368-0.066761i
1.9333,0.99381-0.066065i
2.0138,0.99394-0.065345i
2.0944,0.99407-0.064601i
2.1749,0.99421-0.063833i
2.2555,0.99435-0.063041i
2.3361,0.99449-0.062224i
2.4166,0.99464-0.061384i
2.4972,0.99478-0.06052i
2.5777,0.99493-0.059632i
2.6583,0.99508-0.05872i
2.7388,0.99523-0.057785i
2.8194,0.99537-0.056827i
2.8999,0.99552-0.055846i
2.9805,0.99567-0.054842i
3.061,0.99582-0.053817i
3.1416,0.99597-0.05277i
