0,0.84572+0.35695i,0.84267
0.16111,0.85242+0.31519i,0.82597
0.32221,0.86638+0.24352i,0.80992
0.48332,0.88937+0.14824i,0.81296
0.64443,0.91994+0.048836i,0.84867
0.80554,0.95212-0.025031i,0.90716
0.96664,0.97792-0.050497i,0.95888
1.1278,0.99255-0.032671i,0.98623
1.2889,0.99772-0.0073194i,0.99549
1.45,0.9984-0.013274i,0.99697
1.6111,0.99624-0.056133i,0.99565
1.7722,0.98739-0.10087i,0.98511
1.9333,0.96755-0.10236i,0.94662
2.0944,0.93796-0.042177i,0.88155
2.2555,0.90553+0.062148i,0.82385
2.4166,0.8779+0.17599i,0.80168
2.5777,0.85904+0.27086i,0.81132
2.7388,0.84867+0.33413i,0.83188
2.8999,0.8444+0.36514i,0.84634
3.061,0.84431+0.36678i,0.84738
3.2221,0.84833+0.33983i,0.83516
3.3833,0.85834+0.28296i,0.81681
3.5444,0.87674+0.19795i,0.80785
3.7055,0.90398+0.097302i,0.82665
3.8666,0.93634+0.0068453i,0.87677
4.0277,0.96626-0.044331i,0.93562
4.1888,0.98667-0.045289i,0.97558
4.3499,0.996-0.018099i,0.99235
4.511,0.99837-0.0049527i,0.99677
4.6721,0.99782-0.031546i,0.99664
4.8332,0.993-0.08136i,0.99266
4.9943,0.97893-0.10908i,0.9702
5.1554,0.95363-0.079591i,0.91574
5.3165,0.92157+0.0065454i,0.84934
5.4776,0.89075+0.12i,0.80784
5.6388,0.86731+0.22696i,0.80374
5.7999,0.85293+0.30667i,0.82153
5.961,0.84593+0.35348i,0.84054
6.1221,0.84389+0.3695i,0.84868
6.2832,0.84572+0.35695i,0.84267
