0,0.93126-0.0060739i,0.86728
0.16111,0.93823-0.02083i,0.88071
0.32221,0.94902-0.041835i,0.90238
0.48332,0.96209-0.061313i,0.92938
0.64443,0.97531-0.070924i,0.95626
0.80554,0.98642-0.065255i,0.97729
0.96664,0.99395-0.04549i,0.99
1.1278,0.9978-0.020621i,0.99603
1.2889,0.99914-0.0040196i,0.99829
1.45,0.99932-0.0062521i,0.99869
1.6111,0.99875-0.028523i,0.99831
1.7722,0.99647-0.061537i,0.99673
1.9333,0.99105-0.090766i,0.99041
2.0944,0.9818-0.10431i,0.97482
2.2555,0.96949-0.098195i,0.94956
2.4166,0.95605-0.076561i,0.9199
2.5777,0.94377-0.048215i,0.89303
2.7388,0.93456-0.022432i,0.8739
2.8999,0.92961-0.0061352i,0.86422
3.061,0.92949-0.0027911i,0.86396
3.2221,0.9342-0.012272i,0.87288
3.3833,0.94322-0.030993i,0.89063
3.5444,0.95539-0.052308i,0.91551
3.7055,0.96883-0.067806i,0.94323
3.8666,0.98125-0.070114i,0.96777
4.0277,0.99068-0.05674i,0.98466
4.1888,0.99628-0.032887i,0.99366
4.3499,0.99868-0.010467i,0.99748
4.511,0.99932-0.0024389i,0.99864
4.6721,0.99916-0.015253i,0.99856
4.8332,0.99791-0.044566i,0.99781
4.9943,0.99422-0.077515i,0.99449
5.1554,0.98689-0.099961i,0.98395
5.3165,0.97593-0.10361i,0.96318
5.4776,0.96277-0.088824i,0.93481
5.6388,0.94963-0.062616i,0.90572
5.7999,0.93869-0.034496i,0.88232
5.961,0.9315-0.012796i,0.86786
6.1221,0.92894-0.002769i,0.86293
6.2832,0.93126-0.0060739i,0.86728
