0;1118;5826
1;1075;5350
2;1251;6529
3;1331;6973
4;2139;12083
5;745;3752
6;1302;6419
7;1541;7770
8;820;3932
9;2446;13628
10;1542;8084
11;988;5115
12;739;3564
13;1725;8382
14;1874;10295
15;1306;6399
16;1072;5580
17;2493;13209
18;3112;16531
19;704;3322
20;1013;5296
21;1351;7015
22;2101;11152
23;1864;10039
24;1023;5074
