0,3.3598e-006
1,3.3625e-006
2,3.3595e-006
3,3.3497e-006
4,3.3524e-006
5,3.3606e-006
6,3.3461e-006
7,3.3498e-006
8,3.3507e-006
9,3.3343e-006
10,3.3331e-006
11,3.329e-006
12,3.3272e-006
13,3.3363e-006
14,3.3352e-006
15,3.3308e-006
16,3.3243e-006
17,3.3146e-006
18,3.3132e-006
19,3.2813e-006
20,3.3121e-006
21,3.3118e-006
22,3.3109e-006
23,3.3194e-006
24,3.3079e-006
25,3.3217e-006
26,3.3104e-006
27,3.3185e-006
28,3.3155e-006
29,3.3769e-006
30,3.4133e-006
31,3.449e-006
32,3.4653e-006
33,3.4608e-006
34,3.4737e-006
35,3.4752e-006
36,3.4596e-006
37,3.4338e-006
38,3.4487e-006
39,3.4646e-006
40,3.4551e-006
41,3.4526e-006
42,3.459e-006
43,3.461e-006
44,3.4572e-006
45,3.4563e-006
46,3.4555e-006
47,3.4433e-006
48,3.4477e-006
49,3.448e-006
50,3.4456e-006
51,3.4465e-006
52,3.4473e-006
53,3.4477e-006
54,3.4456e-006
55,3.4335e-006
56,3.4431e-006
57,3.4456e-006
58,3.4546e-006
59,3.4537e-006
60,3.4499e-006
61,3.4495e-006
62,3.4485e-006
63,3.4443e-006
64,3.4421e-006
65,3.4409e-006
66,3.4422e-006
67,3.4442e-006
68,3.4429e-006
69,3.4399e-006
70,3.4364e-006
71,3.4336e-006
72,3.4307e-006
73,3.4317e-006
74,3.4287e-006
75,3.4264e-006
76,3.4226e-006
77,3.4162e-006
78,3.4147e-006
79,3.4124e-006
80,3.4098e-006
81,3.4088e-006
82,3.4072e-006
83,3.4039e-006
84,3.3999e-006
85,3.3961e-006
86,3.3939e-006
87,3.3935e-006
88,3.3923e-006
89,3.3906e-006
90,3.3868e-006
91,3.3844e-006
92,3.3843e-006
93,3.3828e-006
94,3.3805e-006
95,3.3758e-006
96,3.3732e-006
97,3.3667e-006
98,3.3568e-006
99,3.3486e-006
100,3.3441e-006
101,3.3427e-006
102,3.3438e-006
103,3.3435e-006
104,3.337e-006
105,3.3286e-006
106,3.3252e-006
107,3.3209e-006
108,3.3197e-006
109,3.3193e-006
110,3.3173e-006
111,3.3132e-006
112,3.313e-006
113,3.3127e-006
114,3.313e-006
115,3.3131e-006
116,3.312e-006
117,3.3107e-006
118,3.3055e-006
119,3.3029e-006
120,3.3029e-006
121,3.299e-006
122,3.2949e-006
123,3.2969e-006
124,3.293e-006
125,3.2903e-006
126,3.2848e-006
127,3.2799e-006
128,3.2788e-006
129,3.2764e-006
130,3.2714e-006
131,3.2652e-006
132,3.2588e-006
133,3.254e-006
134,3.2516e-006
135,3.2506e-006
136,3.2491e-006
137,3.2451e-006
138,3.2412e-006
139,3.24e-006
140,3.2381e-006
141,3.2374e-006
142,3.2351e-006
143,3.2332e-006
144,3.233e-006
145,3.2363e-006
146,3.2317e-006
147,3.2265e-006
148,3.2217e-006
149,3.2158e-006
150,3.2149e-006
151,3.2097e-006
152,3.2028e-006
153,3.203e-006
154,3.1982e-006
155,3.1952e-006
156,3.1894e-006
157,3.1847e-006
158,3.1859e-006
159,3.1873e-006
160,3.1858e-006
161,3.1817e-006
162,3.1755e-006
163,3.1745e-006
164,3.1708e-006
165,3.1687e-006
166,3.1712e-006
167,3.1735e-006
168,3.1729e-006
169,3.1736e-006
170,3.1641e-006
171,3.1568e-006
172,3.1531e-006
173,3.147e-006
174,3.1441e-006
175,3.1418e-006
176,3.1373e-006
177,3.1293e-006
178,3.1299e-006
179,3.127e-006
180,3.1243e-006
181,3.1196e-006
182,3.1172e-006
183,3.1154e-006
184,3.1118e-006
185,3.1113e-006
186,3.1108e-006
187,3.112e-006
188,3.1142e-006
189,3.1124e-006
190,3.1092e-006
191,3.1115e-006
192,3.1155e-006
193,3.1196e-006
194,3.117e-006
195,3.1119e-006
196,3.1059e-006
197,3.0978e-006
198,3.09e-006
199,3.0913e-006
200,3.0807e-006
201,3.0788e-006
202,3.0722e-006
203,3.0662e-006
204,3.0641e-006
205,3.0589e-006
206,3.0557e-006
207,3.0503e-006
208,3.0455e-006
209,3.0455e-006
210,3.0513e-006
211,3.0488e-006
212,3.0488e-006
213,3.048e-006
214,3.0451e-006
215,3.0446e-006
216,3.0395e-006
217,3.0333e-006
218,3.0323e-006
219,3.0313e-006
