0.01,0.99162-0.07512i
0.035385,0.99171-0.074722i
0.060769,0.99191-0.074342i
0.086154,0.99219-0.073977i
0.11154,0.99254-0.073619i
0.13692,0.99292-0.073258i
0.16231,0.99332-0.072881i
0.18769,0.99369-0.072478i
0.21308,0.99399-0.072036i
0.23846,0.99419-0.071546i
0.26385,0.99424-0.071i
0.28923,0.99411-0.070396i
0.31462,0.99377-0.069732i
0.34,0.99318-0.069015i
0.36538,0.99232-0.068253i
0.39077,0.99117-0.067459i
0.41615,0.9897-0.06665i
0.44154,0.98791-0.065845i
0.46692,0.98578-0.065064i
0.49231,0.98332-0.064332i
0.51769,0.98053-0.063669i
0.54308,0.9774-0.0631i
0.56846,0.97394-0.062645i
0.59385,0.97015-0.062326i
0.61923,0.96603-0.062163i
0.64462,0.9616-0.062172i
0.67,0.95683-0.062372i
0.69538,0.95174-0.062779i
0.72077,0.94632-0.063406i
0.74615,0.94056-0.06427i
0.77154,0.93446-0.065385i
0.79692,0.92801-0.066765i
0.82231,0.92121-0.068426i
0.84769,0.91408-0.070383i
0.87308,0.90663-0.072649i
0.89846,0.89885-0.075236i
0.92385,0.89077-0.07815i
0.94923,0.88238-0.081388i
0.97462,0.87362-0.084937i
1,0.8644-0.088766i
