0.01,0.99193-0.076701i
0.035385,0.99202-0.076303i
0.060769,0.99219-0.075926i
0.086154,0.99243-0.075564i
0.11154,0.99273-0.07521i
0.13692,0.99306-0.074854i
0.16231,0.99338-0.074483i
0.18769,0.99366-0.074083i
0.21308,0.99387-0.073644i
0.23846,0.99396-0.073153i
0.26385,0.99391-0.072604i
0.28923,0.99366-0.071992i
0.31462,0.9932-0.071317i
0.34,0.99248-0.070585i
0.36538,0.99149-0.069803i
0.39077,0.9902-0.068985i
0.41615,0.9886-0.068147i
0.44154,0.98667-0.06731i
0.46692,0.98441-0.066495i
0.49231,0.98181-0.065725i
0.51769,0.97888-0.065024i
0.54308,0.97562-0.064414i
0.56846,0.97203-0.063918i
0.59385,0.96811-0.063558i
0.61923,0.96387-0.063354i
0.64462,0.95932-0.063323i
0.67,0.95444-0.063483i
0.69538,0.94924-0.06385i
0.72077,0.94371-0.064439i
0.74615,0.93786-0.065265i
0.77154,0.93167-0.066344i
0.79692,0.92514-0.067691i
0.82231,0.91828-0.069323i
0.84769,0.91109-0.071256i
0.87308,0.90359-0.073504i
0.89846,0.89578-0.076081i
0.92385,0.88767-0.078992i
0.94923,0.87925-0.082234i
0.97462,0.87047-0.085788i
1,0.86125-0.089614i
