0,0.99206-0.076444i
0.16535,0.99207-0.076056i
0.33069,0.99212-0.075576i
0.49604,0.99219-0.075004i
0.66139,0.99228-0.07434i
0.82673,0.99241-0.073584i
0.99208,0.99255-0.072734i
1.1574,0.99273-0.071791i
1.3228,0.99292-0.070751i
1.4881,0.99314-0.069615i
1.6535,0.99337-0.068381i
1.8188,0.99362-0.067047i
1.9842,0.99389-0.065613i
2.1495,0.99417-0.064078i
2.3149,0.99446-0.062441i
2.4802,0.99475-0.060704i
2.6456,0.99504-0.058866i
2.8109,0.99528-0.056929i
2.9762,0.99531-0.054896i
3.1416,0.99461-0.052767i
