0,0.87501+0.48224i,0.99819
0.16111,0.86175+0.49583i,0.98845
0.32221,0.84707+0.48832i,0.95599
0.48332,0.84288+0.42525i,0.89129
0.64443,0.86078+0.29215i,0.82629
0.80554,0.90137+0.12493i,0.82808
0.96664,0.94876+0.0010213i,0.90015
1.1278,0.98213-0.030143i,0.96548
1.2889,0.99521-0.0091674i,0.99053
1.45,0.99697-0.021746i,0.99442
1.6111,0.99141-0.08218i,0.98965
1.7722,0.96974-0.10586i,0.9516
1.9333,0.92807-0.015473i,0.86156
2.0944,0.88097+0.16625i,0.80375
2.2555,0.84957+0.3482i,0.84301
2.4166,0.84261+0.461i,0.92252
2.5777,0.85318+0.4976i,0.97552
2.7388,0.86843+0.49093i,0.99519
2.8999,0.87847+0.47723i,0.99947
3.061,0.87874+0.47672i,0.99944
3.2221,0.86912+0.48961i,0.99508
3.3833,0.85393+0.49693i,0.97614
3.5444,0.84282+0.46553i,0.92707
3.7055,0.84864+0.3666i,0.85459
3.8666,0.87889+0.20836i,0.81585
4.0277,0.92566+0.052752i,0.85963
4.1888,0.96809-0.025855i,0.93786
4.3499,0.9908-0.020493i,0.98211
4.511,0.9969-0.0075678i,0.99387
4.6721,0.99548-0.049778i,0.99346
4.8332,0.98322-0.10523i,0.9778
4.9943,0.9509-0.076083i,0.91
5.1554,0.90377+0.069164i,0.82158
5.3165,0.86234+0.26291i,0.81274
5.4776,0.84318+0.41509i,0.88326
5.6388,0.8465+0.48723i,0.95396
5.7999,0.86096+0.49716i,0.98843
5.961,0.87451+0.48323i,0.99828
6.1221,0.87993+0.47485i,0.99975
6.2832,0.87501+0.48224i,0.99819
