0,0.99918-0.02514i,0.99899
0.16111,0.99926-0.022947i,0.99905
0.32221,0.99939-0.019806i,0.99917
0.48332,0.99953-0.015982i,0.99932
0.64443,0.99967-0.011828i,0.99948
0.80554,0.99978-0.007758i,0.99963
0.96664,0.99987-0.0042162i,0.99976
1.1278,0.99993-0.0016186i,0.99985
1.2889,0.99995-0.00029013i,0.99991
1.45,0.99996-0.00040808i,0.99992
1.6111,0.99994-0.0019665i,0.99989
1.7722,0.9999-0.0047746i,0.99983
1.9333,0.99984-0.0084886i,0.99974
2.0944,0.99974-0.01267i,0.99963
2.2555,0.99961-0.016854i,0.9995
2.4166,0.99947-0.020609i,0.99936
2.5777,0.99933-0.023583i,0.99921
2.7388,0.99922-0.025524i,0.99909
2.8999,0.99916-0.026286i,0.99901
3.061,0.99916-0.025822i,0.99898
3.2221,0.99921-0.024176i,0.99901
3.3833,0.99932-0.021481i,0.99911
3.5444,0.99946-0.017959i,0.99924
3.7055,0.9996-0.013922i,0.9994
3.8666,0.99973-0.0097547i,0.99956
4.0277,0.99983-0.0058937i,0.9997
4.1888,0.9999-0.0027762i,0.99981
4.3499,0.99994-0.00078059i,0.99989
4.511,0.99996-0.00016419i,0.99992
4.6721,0.99995-0.0010151i,0.99991
4.8332,0.99993-0.0032328i,0.99987
4.9943,0.99987-0.0065443i,0.99979
5.1554,0.99979-0.01055i,0.99969
5.3165,0.99968-0.01479i,0.99957
5.4776,0.99954-0.018809i,0.99943
5.6388,0.9994-0.022211i,0.99928
5.7999,0.99927-0.024694i,0.99915
5.961,0.99918-0.026058i,0.99904
6.1221,0.99915-0.026207i,0.99898
6.2832,0.99918-0.02514i,0.99899
