0,0.99237-0.073782i,0.99025
0.16111,0.99328-0.068859i,0.99135
0.32221,0.9946-0.061596i,0.99303
0.48332,0.99608-0.051971i,0.99487
0.64443,0.99746-0.040353i,0.99655
0.80554,0.99854-0.02772i,0.99786
0.96664,0.99926-0.015677i,0.99877
1.1278,0.99965-0.0061975i,0.99934
1.2889,0.99981-0.0011285i,0.99962
1.45,0.99984-0.0016182i,0.99968
1.6111,0.99976-0.0077143i,0.99958
1.7722,0.99951-0.018312i,0.99935
1.9333,0.99898-0.031485i,0.99896
2.0944,0.9981-0.045055i,0.99823
2.2555,0.99686-0.057157i,0.997
2.4166,0.99541-0.066604i,0.99528
2.5777,0.99397-0.072949i,0.9933
2.7388,0.99281-0.076299i,0.99149
2.8999,0.99215-0.077011i,0.99029
3.061,0.99213-0.075406i,0.99002
3.2221,0.99276-0.071605i,0.9907
3.3833,0.9939-0.065528i,0.99214
3.5444,0.99534-0.057068i,0.99395
3.7055,0.99679-0.046366i,0.99575
3.8666,0.99804-0.034076i,0.99725
4.0277,0.99895-0.021505i,0.99836
4.1888,0.99949-0.010491i,0.99909
4.3499,0.99975-0.0030175i,0.99951
4.511,0.99984-0.00064717i,0.99967
4.6721,0.99981-0.0040097i,0.99964
4.8332,0.99966-0.012558i,0.99948
4.9943,0.99929-0.024714i,0.99919
5.1554,0.99859-0.03835i,0.99865
5.3165,0.99752-0.051381i,0.99768
5.4776,0.99615-0.062257i,0.99619
5.6388,0.99467-0.070168i,0.9943
5.7999,0.99334-0.074978i,0.99234
5.961,0.9924-0.076961i,0.99079
6.1221,0.99206-0.076485i,0.99003
6.2832,0.99237-0.073782i,0.99025
