0.31416,0.99992-0.0043527i
0.46721,0.9998-0.0094555i
0.62026,0.99958-0.01625i
0.77332,0.99921-0.024444i
0.92637,0.99864-0.033678i
1.0794,0.99779-0.043536i
1.2325,0.9966-0.053555i
1.3855,0.99499-0.06324i
1.5386,0.99288-0.072078i
1.6916,0.99022-0.079552i
1.8447,0.98693-0.08516i
1.9977,0.98297-0.088423i
2.1508,0.9783-0.088908i
2.3038,0.9729-0.086235i
2.4569,0.96676-0.080093i
2.6099,0.9599-0.070248i
2.763,0.95237-0.056557i
2.916,0.94422-0.038968i
3.0691,0.93553-0.017532i
3.2221,0.92641+0.007603i
3.3752,0.91698+0.036186i
3.5283,0.90739+0.067871i
3.6813,0.89777+0.10222i
3.8344,0.88831+0.13871i
3.9874,0.87918+0.17675i
4.1405,0.87055+0.21568i
4.2935,0.86261+0.2548i
4.4466,0.85552+0.29339i
4.5996,0.84945+0.33071i
4.7527,0.84456+0.36601i
4.9057,0.84096+0.39857i
5.0588,0.83877+0.42773i
5.2118,0.83808+0.45286i
5.3649,0.83892+0.47341i
5.5179,0.84132+0.48892i
5.671,0.84527+0.49904i
5.824,0.85072+0.5035i
5.9771,0.85757+0.50217i
6.1301,0.86572+0.49505i
6.2832,0.87501+0.48224i
