0,0.87501+0.48224i
0.16111,0.86175+0.49583i
0.32221,0.84707+0.48832i
0.48332,0.84288+0.42525i
0.64443,0.86078+0.29215i
0.80554,0.90137+0.12493i
0.96664,0.94876+0.0010213i
1.1278,0.98213-0.030143i
1.2889,0.99521-0.0091674i
1.45,0.99697-0.021746i
1.6111,0.99141-0.08218i
1.7722,0.96974-0.10586i
1.9333,0.92807-0.015473i
2.0944,0.88097+0.16625i
2.2555,0.84957+0.3482i
2.4166,0.84261+0.461i
2.5777,0.85318+0.4976i
2.7388,0.86843+0.49093i
2.8999,0.87847+0.47723i
3.061,0.87874+0.47672i
3.2221,0.86912+0.48961i
3.3833,0.85393+0.49693i
3.5444,0.84282+0.46553i
3.7055,0.84864+0.3666i
3.8666,0.87889+0.20836i
4.0277,0.92566+0.052752i
4.1888,0.96809-0.025855i
4.3499,0.9908-0.020493i
4.511,0.9969-0.0075678i
4.6721,0.99548-0.049778i
4.8332,0.98322-0.10523i
4.9943,0.9509-0.076083i
5.1554,0.90377+0.069164i
5.3165,0.86234+0.26291i
5.4776,0.84318+0.41509i
5.6388,0.8465+0.48723i
5.7999,0.86096+0.49716i
5.961,0.87451+0.48323i
6.1221,0.87993+0.47485i
6.2832,0.87501+0.48224i
