-0.62344,0.7346-7.8585e-21i,0.57696-7.2475e-21i,0.32042-4.538e-21i,0.14529-2.2309e-21i,0.057057-9.1351e-22i,0.020041-3.2138e-22i,0.0064258-9.8826e-23i,0.0019075-2.6771e-23i,0.00052968-6.3836e-24i,0.00013867-1.3231e-24i,3.4441e-05-2.0368e-25i,1.3266e-09-1.3399e-09i,1.1225e-09-1.1337e-09i,6.5878e-10-6.6528e-10i,3.1017e-10-3.1323e-10i,1.244e-10-1.2563e-10i,4.3911e-11-4.4346e-11i,1.3922e-11-1.406e-11i,4.018e-12-4.0585e-12i,1.0653e-12-1.0762e-12i,2.6166e-13-2.6438e-13i,5.6232e-14-5.6829e-14i
-0.62328,0.7346-1.0513e-20i,0.57696-9.6788e-21i,0.32042-6.054e-21i,0.14529-2.975e-21i,0.057057-1.2185e-21i,0.020041-4.2909e-22i,0.0064258-1.3219e-22i,0.0019075-3.5918e-23i,0.00052968-8.6074e-24i,0.00013867-1.7992e-24i,3.4441e-05-2.8194e-25i,1.4615e-09-1.4776e-09i,1.2367e-09-1.2501e-09i,7.2574e-10-7.3363e-10i,3.417e-10-3.4541e-10i,1.3704e-10-1.3853e-10i,4.8373e-11-4.89e-11i,1.5336e-11-1.5504e-11i,4.4262e-12-4.4752e-12i,1.1735e-12-1.1867e-12i,2.8824e-13-2.9152e-13i,6.1942e-14-6.2662e-14i
-0.62313,0.7346-1.3716e-20i,0.57696-1.2609e-20i,0.32042-7.8801e-21i,0.14529-3.871e-21i,0.057057-1.5858e-21i,0.020041-5.5889e-22i,0.0064258-1.7244e-22i,0.0019075-4.6973e-23i,0.00052968-1.1303e-23i,0.00013867-2.379e-24i,3.4441e-05-3.7809e-25i,1.5968e-09-1.616e-09i,1.3511e-09-1.3672e-09i,7.9291e-10-8.0232e-10i,3.7332e-10-3.7775e-10i,1.4972e-10-1.515e-10i,5.2848e-11-5.3477e-11i,1.6755e-11-1.6955e-11i,4.8356e-12-4.894e-12i,1.2821e-12-1.2977e-12i,3.1489e-13-3.1879e-13i,6.7668e-14-6.8523e-14i
-0.62297,0.7346-1.7522e-20i,0.57696-1.6088e-20i,0.32042-1.0047e-20i,0.14529-4.9341e-21i,0.057057-2.0216e-21i,0.020041-7.1296e-22i,0.0064258-2.2026e-22i,0.0019075-6.0127e-23i,0.00052968-1.4517e-23i,0.00013867-3.0731e-24i,3.4441e-05-4.9405e-25i,1.7325e-09-1.755e-09i,1.4659e-09-1.4849e-09i,8.6027e-10-8.7136e-10i,4.0503e-10-4.1024e-10i,1.6244e-10-1.6453e-10i,5.7335e-11-5.8077e-11i,1.8177e-11-1.8414e-11i,5.2461e-12-5.3148e-12i,1.3909e-12-1.4093e-12i,3.4162e-13-3.4619e-13i,7.341e-14-7.4412e-14i
-0.62281,0.7346-2.1987e-20i,0.57696-2.0167e-20i,0.32042-1.2586e-20i,0.14529-6.1793e-21i,0.057057-2.5322e-21i,0.020041-8.9354e-22i,0.0064258-2.7635e-22i,0.0019075-7.5575e-23i,0.00052968-1.83e-23i,0.00013867-3.8926e-24i,3.4441e-05-6.3177e-25i,1.8686e-09-1.8948e-09i,1.5811e-09-1.6031e-09i,9.2783e-10-9.4073e-10i,4.3683e-10-4.429e-10i,1.7519e-10-1.7763e-10i,6.1837e-11-6.2699e-11i,1.9604e-11-1.9879e-11i,5.6578e-12-5.7376e-12i,1.5e-12-1.5214e-12i,3.6842e-13-3.7373e-13i,7.9168e-14-8.0329e-14i
-0.62266,0.7346-2.7167e-20i,0.57696-2.4895e-20i,0.32042-1.5528e-20i,0.14529-7.6223e-21i,0.057057-3.1239e-21i,0.020041-1.1029e-21i,0.0064258-3.4141e-22i,0.0019075-9.3515e-23i,0.00052968-2.2701e-23i,0.00013867-4.8485e-24i,3.4441e-05-7.9323e-25i,2.0052e-09-2.0353e-09i,1.6966e-09-1.7219e-09i,9.9559e-10-1.0104e-09i,4.6873e-10-4.7572e-10i,1.8798e-10-1.9078e-10i,6.6351e-11-6.7343e-11i,2.1035e-11-2.1351e-11i,6.0707e-12-6.1625e-12i,1.6095e-12-1.634e-12i,3.9529e-13-4.0139e-13i,8.4943e-14-8.6274e-14i
-0.6225,0.7346-3.312e-20i,0.57696-3.0326e-20i,0.32042-1.8906e-20i,0.14529-9.2787e-21i,0.057057-3.8031e-21i,0.020041-1.3432e-21i,0.0064258-4.1617e-22i,0.0019075-1.1415e-22i,0.00052968-2.7769e-23i,0.00013867-5.9521e-24i,3.4441e-05-9.8045e-25i,2.1421e-09-2.1765e-09i,1.8124e-09-1.8413e-09i,1.0636e-09-1.0805e-09i,5.0072e-10-5.087e-10i,2.0081e-10-2.0401e-10i,7.0878e-11-7.201e-11i,2.247e-11-2.283e-11i,6.4848e-12-6.5894e-12i,1.7192e-12-1.7472e-12i,4.2224e-13-4.2919e-13i,9.0733e-14-9.2247e-14i
-0.62234,0.7346-3.9904e-20i,0.57696-3.6512e-20i,0.32042-2.2753e-20i,0.14529-1.1164e-20i,0.057057-4.5764e-21i,0.020041-1.617e-21i,0.0064258-5.0134e-22i,0.0019075-1.3767e-22i,0.00052968-3.3556e-23i,0.00013867-7.2147e-24i,3.4441e-05-1.1955e-24i,2.2795e-09-2.3183e-09i,1.9286e-09-1.9613e-09i,1.1317e-09-1.1509e-09i,5.3281e-10-5.4184e-10i,2.1367e-10-2.173e-10i,7.5418e-11-7.67e-11i,2.3909e-11-2.4317e-11i,6.9001e-12-7.0184e-12i,1.8293e-12-1.8609e-12i,4.4927e-13-4.5712e-13i,9.6539e-14-9.8249e-14i
-0.62219,0.7346-4.7578e-20i,0.57696-4.3506e-20i,0.32042-2.7101e-20i,0.14529-1.3296e-20i,0.057057-5.4505e-21i,0.020041-1.9264e-21i,0.0064258-5.9768e-22i,0.0019075-1.643e-22i,0.00052968-4.0113e-23i,0.00013867-8.648e-24i,3.4441e-05-1.4403e-24i,2.4172e-09-2.4609e-09i,2.0451e-09-2.0819e-09i,1.2001e-09-1.2217e-09i,5.6499e-10-5.7514e-10i,2.2658e-10-2.3065e-10i,7.9972e-11-8.1413e-11i,2.5353e-11-2.5811e-11i,7.3165e-12-7.4495e-12i,1.9397e-12-1.9752e-12i,4.7638e-13-4.8518e-13i,1.0236e-13-1.0428e-13i
-0.62203,0.7346-5.6202e-20i,0.57696-5.1363e-20i,0.32042-3.1983e-20i,0.14529-1.5689e-20i,0.057057-6.432e-21i,0.020041-2.274e-21i,0.0064258-7.0592e-22i,0.0019075-1.9424e-22i,0.00052968-4.7493e-23i,0.00013867-1.0264e-23i,3.4441e-05-1.7172e-24i,2.5554e-09-2.6042e-09i,2.162e-09-2.2031e-09i,1.2687e-09-1.2928e-09i,5.9727e-10-6.0861e-10i,2.3952e-10-2.4407e-10i,8.4539e-11-8.6148e-11i,2.68e-11-2.7312e-11i,7.7342e-12-7.8827e-12i,2.0504e-12-2.09e-12i,5.0356e-13-5.1338e-13i,1.082e-13-1.1034e-13i
-0.62188,0.7346-6.5837e-20i,0.57696-6.0137e-20i,0.32042-3.7435e-20i,0.14529-1.8361e-20i,0.057057-7.5278e-21i,0.020041-2.6622e-21i,0.0064258-8.2683e-22i,0.0019075-2.277e-22i,0.00052968-5.5748e-23i,0.00013867-1.2074e-23i,3.4441e-05-2.0281e-24i,2.694e-09-2.7482e-09i,2.2792e-09-2.3249e-09i,1.3374e-09-1.3642e-09i,6.2964e-10-6.4224e-10i,2.525e-10-2.5756e-10i,8.9119e-11-9.0907e-11i,2.8252e-11-2.882e-11i,8.153e-12-8.3179e-12i,2.1614e-12-2.2054e-12i,5.3081e-13-5.4172e-13i,1.1406e-13-1.1643e-13i
-0.62172,0.7346-7.6544e-20i,0.57696-6.9885e-20i,0.32042-4.349e-20i,0.14529-2.1328e-20i,0.057057-8.7448e-21i,0.020041-3.0933e-21i,0.0064258-9.6118e-22i,0.0019075-2.649e-22i,0.00052968-6.4934e-23i,0.00013867-1.409e-23i,3.4441e-05-2.3752e-24i,2.833e-09-2.893e-09i,2.3968e-09-2.4473e-09i,1.4064e-09-1.436e-09i,6.6211e-10-6.7604e-10i,2.6551e-10-2.7111e-10i,9.3712e-11-9.5689e-11i,2.9707e-11-3.0336e-11i,8.573e-12-8.7553e-12i,2.2727e-12-2.3213e-12i,5.5814e-13-5.7018e-13i,1.1993e-13-1.2254e-13i
-0.62156,0.7346-8.8387e-20i,0.57696-8.0663e-20i,0.32042-5.0184e-20i,0.14529-2.4608e-20i,0.057057-1.009e-20i,0.020041-3.5699e-21i,0.0064258-1.1097e-21i,0.0019075-3.0606e-22i,0.00052968-7.5103e-23i,0.00013867-1.6325e-23i,3.4441e-05-2.7608e-24i,2.9724e-09-3.0384e-09i,2.5147e-09-2.5703e-09i,1.4756e-09-1.5082e-09i,6.9467e-10-7.1e-10i,2.7857e-10-2.8472e-10i,9.8319e-11-1.0049e-10i,3.1167e-11-3.1859e-11i,8.9943e-12-9.1947e-12i,2.3844e-12-2.4378e-12i,5.8555e-13-5.9879e-13i,1.2581e-13-1.2869e-13i
-0.62141,0.7346-1.0143e-19i,0.57696-9.2529e-20i,0.32042-5.7553e-20i,0.14529-2.8218e-20i,0.057057-1.1571e-20i,0.020041-4.0946e-21i,0.0064258-1.2733e-21i,0.0019075-3.5139e-22i,0.00052968-8.6312e-23i,0.00013867-1.8791e-23i,3.4441e-05-3.187e-24i,3.1123e-09-3.1846e-09i,2.633e-09-2.694e-09i,1.545e-09-1.5807e-09i,7.2732e-10-7.4413e-10i,2.9166e-10-2.9841e-10i,1.0294e-10-1.0532e-10i,3.2632e-11-3.339e-11i,9.4167e-12-9.6363e-12i,2.4963e-12-2.5549e-12i,6.1304e-13-6.2753e-13i,1.3172e-13-1.3486e-13i
-0.62125,0.7346-1.1573e-19i,0.57696-1.0554e-19i,0.32042-6.5631e-20i,0.14529-3.2176e-20i,0.057057-1.3194e-20i,0.020041-4.6698e-21i,0.0064258-1.4527e-21i,0.0019075-4.0113e-22i,0.00052968-9.8617e-23i,0.00013867-2.1501e-23i,3.4441e-05-3.6561e-24i,3.2525e-09-3.3315e-09i,2.7516e-09-2.8182e-09i,1.6146e-09-1.6536e-09i,7.6008e-10-7.7843e-10i,3.0479e-10-3.1216e-10i,1.0757e-10-1.1017e-10i,3.41e-11-3.4927e-11i,9.8403e-12-1.008e-11i,2.6086e-12-2.6725e-12i,6.406e-13-6.5641e-13i,1.3764e-13-1.4107e-13i
-0.62109,0.7346-1.3137e-19i,0.57696-1.1976e-19i,0.32042-7.4457e-20i,0.14529-3.6499e-20i,0.057057-1.4967e-20i,0.020041-5.2983e-21i,0.0064258-1.6488e-21i,0.0019075-4.5549e-22i,0.00052968-1.1207e-22i,0.00013867-2.4467e-23i,3.4441e-05-4.1704e-24i,3.3932e-09-3.4791e-09i,2.8706e-09-2.943e-09i,1.6844e-09-1.7268e-09i,7.9292e-10-8.1289e-10i,3.1796e-10-3.2597e-10i,1.1222e-10-1.1505e-10i,3.5573e-11-3.6473e-11i,1.0265e-11-1.0526e-11i,2.7212e-12-2.7906e-12i,6.6824e-13-6.8542e-13i,1.4358e-13-1.473e-13i
-0.62094,0.7346-1.484e-19i,0.57696-1.3524e-19i,0.32042-8.4066e-20i,0.14529-4.1206e-20i,0.057057-1.6898e-20i,0.020041-5.9826e-21i,0.0064258-1.8622e-21i,0.0019075-5.1472e-22i,0.00052968-1.2674e-22i,0.00013867-2.7702e-23i,3.4441e-05-4.7321e-24i,3.5343e-09-3.6274e-09i,2.9899e-09-3.0685e-09i,1.7544e-09-1.8004e-09i,8.2587e-10-8.4753e-10i,3.3117e-10-3.3986e-10i,1.1688e-10-1.1995e-10i,3.7049e-11-3.8025e-11i,1.0691e-11-1.0974e-11i,2.8341e-12-2.9094e-12i,6.9596e-13-7.1458e-13i,1.4953e-13-1.5356e-13i
-0.62078,0.7346-1.6689e-19i,0.57696-1.5205e-19i,0.32042-9.4497e-20i,0.14529-4.6315e-20i,0.057057-1.8994e-20i,0.020041-6.7255e-21i,0.0064258-2.094e-21i,0.0019075-5.7904e-22i,0.00052968-1.4268e-22i,0.00013867-3.122e-23i,3.4441e-05-5.3437e-24i,3.6758e-09-3.7765e-09i,3.1096e-09-3.1946e-09i,1.8246e-09-1.8743e-09i,8.5891e-10-8.8233e-10i,3.4441e-10-3.5381e-10i,1.2155e-10-1.2487e-10i,3.8531e-11-3.9586e-11i,1.1118e-11-1.1424e-11i,2.9473e-12-3.0287e-12i,7.2375e-13-7.4387e-13i,1.555e-13-1.5986e-13i
-0.62063,0.7346-1.8692e-19i,0.57696-1.7025e-19i,0.32042-1.0579e-19i,0.14529-5.1846e-20i,0.057057-2.1262e-20i,0.020041-7.5296e-21i,0.0064258-2.345e-21i,0.0019075-6.487e-22i,0.00052968-1.5995e-22i,0.00013867-3.5033e-23i,3.4441e-05-6.0074e-24i,3.8178e-09-3.9264e-09i,3.2296e-09-3.3213e-09i,1.895e-09-1.9487e-09i,8.9205e-10-9.1731e-10i,3.577e-10-3.6783e-10i,1.2624e-10-1.2982e-10i,4.0016e-11-4.1153e-11i,1.1547e-11-1.1876e-11i,3.0609e-12-3.1486e-12i,7.5162e-13-7.733e-13i,1.6148e-13-1.6618e-13i
-0.62047,0.7346-2.0854e-19i,0.57696-1.899e-19i,0.32042-1.1798e-19i,0.14529-5.7815e-20i,0.057057-2.371e-20i,0.020041-8.3977e-21i,0.0064258-2.6159e-21i,0.0019075-7.2392e-22i,0.00052968-1.786e-22i,0.00013867-3.9156e-23i,3.4441e-05-6.7258e-24i,3.9602e-09-4.0769e-09i,3.35e-09-3.4486e-09i,1.9656e-09-2.0233e-09i,9.2528e-10-9.5245e-10i,3.7102e-10-3.8192e-10i,1.3094e-10-1.3479e-10i,4.1505e-11-4.2729e-11i,1.1977e-11-1.2331e-11i,3.1747e-12-3.269e-12i,7.7957e-13-8.0287e-13i,1.6749e-13-1.7253e-13i
-0.62031,0.7346-2.3184e-19i,0.57696-2.1106e-19i,0.32042-1.3111e-19i,0.14529-6.4244e-20i,0.057057-2.6347e-20i,0.020041-9.3326e-21i,0.0064258-2.9078e-21i,0.0019075-8.0497e-22i,0.00052968-1.987e-22i,0.00013867-4.3602e-23i,3.4441e-05-7.5012e-24i,4.103e-09-4.2283e-09i,3.4708e-09-3.5766e-09i,2.0364e-09-2.0984e-09i,9.5861e-10-9.8777e-10i,3.8438e-10-3.9608e-10i,1.3565e-10-1.3979e-10i,4.2999e-11-4.4312e-11i,1.2408e-11-1.2787e-11i,3.2889e-12-3.39e-12i,8.076e-13-8.3259e-13i,1.7351e-13-1.7891e-13i
-0.62016,0.7346-2.5688e-19i,0.57696-2.338e-19i,0.32042-1.4521e-19i,0.14529-7.1152e-20i,0.057057-2.918e-20i,0.020041-1.0337e-20i,0.0064258-3.2214e-21i,0.0019075-8.9208e-22i,0.00052968-2.2032e-22i,0.00013867-4.8384e-23i,3.4441e-05-8.336e-24i,4.2462e-09-4.3803e-09i,3.5919e-09-3.7051e-09i,2.1075e-09-2.1738e-09i,9.9204e-10-1.0233e-09i,3.9778e-10-4.103e-10i,1.4038e-10-1.448e-10i,4.4497e-11-4.5902e-11i,1.284e-11-1.3246e-11i,3.4034e-12-3.5117e-12i,8.3571e-13-8.6244e-13i,1.7954e-13-1.8533e-13i
-0.62,0.7346-2.8373e-19i,0.57696-2.5819e-19i,0.32042-1.6034e-19i,0.14529-7.8557e-20i,0.057057-3.2218e-20i,0.020041-1.1414e-20i,0.0064258-3.5577e-21i,0.0019075-9.8551e-22i,0.00052968-2.4351e-22i,0.00013867-5.3518e-23i,3.4441e-05-9.2329e-24i,4.3898e-09-4.5332e-09i,3.7134e-09-3.8344e-09i,2.1787e-09-2.2496e-09i,1.0256e-09-1.0589e-09i,4.1122e-10-4.246e-10i,1.4512e-10-1.4985e-10i,4.5999e-11-4.7501e-11i,1.3273e-11-1.3707e-11i,3.5182e-12-3.6338e-12i,8.6389e-13-8.9244e-13i,1.8559e-13-1.9177e-13i
-0.61984,0.7346-3.1247e-19i,0.57696-2.8429e-19i,0.32042-1.7652e-19i,0.14529-8.6481e-20i,0.057057-3.5468e-20i,0.020041-1.2567e-20i,0.0064258-3.9176e-21i,0.0019075-1.0855e-21i,0.00052968-2.6834e-22i,0.00013867-5.9016e-23i,3.4441e-05-1.0194e-23i,4.5339e-09-4.6868e-09i,3.8352e-09-3.9642e-09i,2.2502e-09-2.3258e-09i,1.0592e-09-1.0948e-09i,4.247e-10-4.3897e-10i,1.4988e-10-1.5492e-10i,4.7506e-11-4.9107e-11i,1.3708e-11-1.4171e-11i,3.6334e-12-3.7566e-12i,8.9215e-13-9.2258e-13i,1.9166e-13-1.9824e-13i
-0.61969,0.7346-3.4318e-19i,0.57696-3.1216e-19i,0.32042-1.9381e-19i,0.14529-9.4944e-20i,0.057057-3.8939e-20i,0.020041-1.3797e-20i,0.0064258-4.302e-21i,0.0019075-1.1923e-21i,0.00052968-2.9487e-22i,0.00013867-6.4894e-23i,3.4441e-05-1.1223e-23i,4.6784e-09-4.8411e-09i,3.9574e-09-4.0947e-09i,2.3218e-09-2.4023e-09i,1.0929e-09-1.1308e-09i,4.3821e-10-4.534e-10i,1.5464e-10-1.6001e-10i,4.9017e-11-5.072e-11i,1.4143e-11-1.4636e-11i,3.7488e-12-3.88e-12i,9.2049e-13-9.5286e-13i,1.9775e-13-2.0475e-13i
-0.61953,0.7346-3.7592e-19i,0.57696-3.4188e-19i,0.32042-2.1223e-19i,0.14529-1.0397e-19i,0.057057-4.2639e-20i,0.020041-1.511e-20i,0.0064258-4.7118e-21i,0.0019075-1.3062e-21i,0.00052968-3.2317e-22i,0.00013867-7.1166e-23i,3.4441e-05-1.2321e-23i,4.8234e-09-4.9962e-09i,4.0799e-09-4.2259e-09i,2.3937e-09-2.4792e-09i,1.1267e-09-1.167e-09i,4.5177e-10-4.6791e-10i,1.5943e-10-1.6513e-10i,5.0532e-11-5.2342e-11i,1.458e-11-1.5104e-11i,3.8646e-12-4.0039e-12i,9.4891e-13-9.8328e-13i,2.0385e-13-2.1128e-13i
-0.61938,0.7346-4.1078e-19i,0.57696-3.7352e-19i,0.32042-2.3185e-19i,0.14529-1.1357e-19i,0.057057-4.6577e-20i,0.020041-1.6506e-20i,0.0064258-5.148e-21i,0.0019075-1.4275e-21i,0.00052968-3.533e-22i,0.00013867-7.7846e-23i,3.4441e-05-1.3492e-23i,4.9687e-09-5.1521e-09i,4.2029e-09-4.3576e-09i,2.4658e-09-2.5565e-09i,1.1606e-09-1.2033e-09i,4.6536e-10-4.8248e-10i,1.6422e-10-1.7027e-10i,5.2052e-11-5.3971e-11i,1.5019e-11-1.5574e-11i,3.9808e-12-4.1285e-12i,9.7741e-13-1.0139e-12i,2.0997e-13-2.1785e-13i
-0.61922,0.7346-4.4783e-19i,0.57696-4.0714e-19i,0.32042-2.5269e-19i,0.14529-1.2377e-19i,0.057057-5.0762e-20i,0.020041-1.799e-20i,0.0064258-5.6116e-21i,0.0019075-1.5564e-21i,0.00052968-3.8533e-22i,0.00013867-8.4951e-23i,3.4441e-05-1.4737e-23i,5.1145e-09-5.3088e-09i,4.3261e-09-4.4901e-09i,2.5381e-09-2.6342e-09i,1.1947e-09-1.2399e-09i,4.79e-10-4.9713e-10i,1.6903e-10-1.7544e-10i,5.3576e-11-5.5609e-11i,1.5458e-11-1.6046e-11i,4.0972e-12-4.2536e-12i,1.006e-12-1.0446e-12i,2.1611e-13-2.2445e-13i
-0.61906,0.7346-4.8715e-19i,0.57696-4.4282e-19i,0.32042-2.7481e-19i,0.14529-1.346e-19i,0.057057-5.5202e-20i,0.020041-1.9565e-20i,0.0064258-6.1035e-21i,0.0019075-1.6932e-21i,0.00052968-4.1933e-22i,0.00013867-9.2495e-23i,3.4441e-05-1.6061e-23i,5.2608e-09-5.4662e-09i,4.4498e-09-4.6232e-09i,2.6106e-09-2.7122e-09i,1.2288e-09-1.2766e-09i,4.9267e-10-5.1185e-10i,1.7386e-10-1.8063e-10i,5.5104e-11-5.7254e-11i,1.5899e-11-1.6521e-11i,4.214e-12-4.3793e-12i,1.0346e-12-1.0754e-12i,2.2226e-13-2.3107e-13i
-0.61891,0.7346-5.2883e-19i,0.57696-4.8063e-19i,0.32042-2.9824e-19i,0.14529-1.4607e-19i,0.057057-5.9906e-20i,0.020041-2.1233e-20i,0.0064258-6.6248e-21i,0.0019075-1.8381e-21i,0.00052968-4.5537e-22i,0.00013867-1.0049e-22i,3.4441e-05-1.7464e-23i,5.4074e-09-5.6244e-09i,4.5738e-09-4.7569e-09i,2.6833e-09-2.7906e-09i,1.263e-09-1.3135e-09i,5.0638e-10-5.2663e-10i,1.7869e-10-1.8584e-10i,5.6636e-11-5.8907e-11i,1.6341e-11-1.6998e-11i,4.3311e-12-4.5057e-12i,1.0634e-12-1.1064e-12i,2.2843e-13-2.3773e-13i
