0,0.0010
60,0.378
120,0.811
180,1.209
240,1.58
300,2.096
360,2.61
420,3.062
480,3.574
540,4.252
600,4.896
660,5.356
720,6.034
780,6.779
840,7.524
900,8.122
960,8.742
1020,9.444
1080,10.13
1140,10.746
1200,11.327
1260,11.973
1320,12.448
1380,13.098
1440,13.604
1500,14.045
1560,14.574
1620,15.144
1680,15.66
1740,16.234
1800,16.729
1860,17.14
1920,17.6
1980,17.989
2040,18.553
2100,18.976
2160,19.484
2220,20.021
2280,20.387
2340,20.781
2400,21.31
2460,21.664
2520,22.184
2580,22.567
2640,23.063
2700,23.443
2760,23.765
2820,24.164
2880,24.481
2940,24.792
3000,25.109
3060,25.48
3120,25.865
3180,26.101
3240,26.488
3300,26.82
3360,27.153
3420,27.42
3480,27.624
3540,27.924
3600,28.222
3660,28.442
3720,28.687
3780,28.792
3840,28.962
3900,29.196
3960,29.356
4020,29.505
4080,29.664
4140,29.862
4200,30.038
4260,30.221
4320,30.375
4380,30.528
4440,30.658
4500,30.87
4560,31.052
4620,31.241
4680,31.384
4740,31.493
4800,31.579
4860,31.713
4920,31.809
4980,31.897
5040,31.998
5100,32.078
5160,32.149
5220,32.219
5280,32.281
5340,32.377
5400,32.461
5460,32.568
5520,32.647
5580,32.728
5640,32.773
5700,32.885
5760,32.975
5820,33.071
5880,33.124
5940,33.177
6000,33.252
6060,33.317
6120,33.38
6180,33.471
6240,33.53
6300,33.606
6360,33.66
6420,33.714
6480,33.767
6540,33.815
6600,33.882
